identity,species,leakage_aware_split,image_count
PolarBearVidID_Milana,polar bear,validation,101
PolarBearVidID_Nana,polar bear,train,113
PolarBearVidID_Nanuq,polar bear,train,103
PolarBearVidID_Nora,polar bear,train,103
PolarBearVidID_Sprinter,polar bear,train,99
PolarBearVidID_Tonja,polar bear,train,104
PolarBearVidID_Vera,polar bear,validation,117
PolarBearVidID_Vitus,polar bear,train,103
PrimFace_c01,chimpanzee,train,10
PrimFace_c02,chimpanzee,train,20
PrimFace_c03,chimpanzee,test,18
PrimFace_c04,chimpanzee,train,25
PrimFace_c05,chimpanzee,train,5
PrimFace_c06,chimpanzee,test,22
PrimFace_c07,chimpanzee,train,4
PrimFace_c08,chimpanzee,train,20
PrimFace_c09,chimpanzee,train,20
PrimFace_c10,chimpanzee,train,48
PrimFace_c11,chimpanzee,train,11
PrimFace_j01,macaque,test,29
PrimFace_j02,macaque,train,30
PrimFace_j03,macaque,train,30
PrimFace_j04,macaque,test,29
PrimFace_j05,macaque,validation,30
PrimFace_j06,macaque,test,2
PrimFace_j07,macaque,test,5
PrimFace_j08,macaque,train,3
PrimFace_j09,macaque,validation,5
PrimFace_j10,macaque,train,1
PrimFace_j11,macaque,train,3
PrimFace_j12,macaque,train,12
PrimFace_j13,macaque,validation,17
PrimFace_j14,macaque,test,20
PrimFace_j15,macaque,train,20
PrimFace_j16,macaque,train,20
PrimFace_j17,macaque,train,21
PrimFace_j18,macaque,test,20
PrimFace_j19,macaque,train,19
PrimFace_r01,macaque,train,25
PrimFace_r02,macaque,train,28
PrimFace_r03,macaque,train,20
PrimFace_r04,macaque,train,28
PrimFace_r05,macaque,train,8
PrimFace_r06,macaque,train,30
PrimFace_r07,macaque,train,21
PrimFace_r08,macaque,test,3
PrimFace_r09,macaque,validation,1
PrimFace_r10,macaque,train,99
PrimFace_r11,macaque,train,5
PrimFace_r12,macaque,validation,30
PrimFace_r13,macaque,validation,1
PrimFace_r14,macaque,train,44
PrimFace_r15,macaque,train,23
PrimFace_r16,macaque,validation,17
PrimFace_r17,macaque,train,1
PrimFace_r18,macaque,train,51
PrimFace_r19,macaque,train,14
PrimFace_r20,macaque,train,16
PrimFace_r21,macaque,train,23
PrimFace_r22,macaque,train,16
PrimFace_r23,macaque,train,7
PrimFace_r24,macaque,train,6
PrimFace_r25,macaque,validation,11
PrimFace_r26,macaque,train,2
PrimFace_r27,macaque,test,19
PrimFace_r28,macaque,train,7
PrimFace_r29,macaque,validation,46
PrimFace_r30,macaque,train,22
PrimFace_r31,macaque,train,12
PrimFace_r32,macaque,train,26
PrimFace_r33,macaque,train,46
PrimFace_r34,macaque,train,37
PrimFace_r35,macaque,train,4
PrimFace_r36,macaque,train,4
PrimFace_r37,macaque,test,4
PrimFace_r38,macaque,train,6
ReunionTurtles_Adelotte,sea turtle,test,4
ReunionTurtles_Atuin,sea turtle,train,4
ReunionTurtles_Audren,sea turtle,validation,4
ReunionTurtles_Baguette,sea turtle,train,4
ReunionTurtles_Benjamin,sea turtle,train,4
ReunionTurtles_Bigueo,sea turtle,train,4
ReunionTurtles_Calvin,sea turtle,train,4
ReunionTurtles_Caroline,sea turtle,train,4
ReunionTurtles_Chewie,sea turtle,test,4
ReunionTurtles_Chouchen,sea turtle,test,4
ReunionTurtles_Cleo,sea turtle,train,4
ReunionTurtles_Coquelicot,sea turtle,train,4
ReunionTurtles_Daphne,sea turtle,train,4
ReunionTurtles_Dils,sea turtle,train,4
ReunionTurtles_Diwan-Anais,sea turtle,validation,4
ReunionTurtles_Enez,sea turtle,train,4
ReunionTurtles_Enzo,sea turtle,test,4
ReunionTurtles_Epoi,sea turtle,train,4
ReunionTurtles_Eunice,sea turtle,test,4
ReunionTurtles_Eynard-Loisy,sea turtle,train,4
ReunionTurtles_Gasper,sea turtle,train,4
ReunionTurtles_Honu,sea turtle,validation,4
ReunionTurtles_Idefix,sea turtle,test,4
ReunionTurtles_Ipanema,sea turtle,train,4
ReunionTurtles_Jade,sea turtle,train,4
ReunionTurtles_Jennifer,sea turtle,train,4
ReunionTurtles_Julien,sea turtle,train,4
ReunionTurtles_Kachuva,sea turtle,train,4
ReunionTurtles_Kaorie,sea turtle,train,4
ReunionTurtles_Karine,sea turtle,test,4
ReunionTurtles_Katia,sea turtle,train,4
ReunionTurtles_Kiki-Gloria,sea turtle,train,4
ReunionTurtles_Lea,sea turtle,train,4
ReunionTurtles_Lean,sea turtle,train,4
ReunionTurtles_Leia-Rose,sea turtle,train,4
ReunionTurtles_Lelie,sea turtle,train,4
ReunionTurtles_Leo,sea turtle,train,4
ReunionTurtles_Leonard,sea turtle,train,4
ReunionTurtles_Libushka,sea turtle,train,4
ReunionTurtles_Liloti,sea turtle,validation,4
ReunionTurtles_Louisiane,sea turtle,test,4
ReunionTurtles_Loulou,sea turtle,validation,4
ReunionTurtles_Lydia,sea turtle,train,4
ReunionTurtles_Maeli,sea turtle,train,4
ReunionTurtles_Maethys-Moana,sea turtle,train,4
ReunionTurtles_Mano,sea turtle,train,4
ReunionTurtles_Marlou,sea turtle,train,4
ReunionTurtles_May-Lee,sea turtle,validation,4
ReunionTurtles_Mei Mei,sea turtle,test,4
ReunionTurtles_MiniEdith,sea turtle,train,4
ReunionTurtles_Miti,sea turtle,train,4
ReunionTurtles_Modestie,sea turtle,train,4
ReunionTurtles_Morrigane,sea turtle,train,4
ReunionTurtles_Myriam,sea turtle,train,4
ReunionTurtles_Nadejda,sea turtle,test,4
ReunionTurtles_Naoki,sea turtle,train,4
ReunionTurtles_Nathanael,sea turtle,validation,4
ReunionTurtles_Newt,sea turtle,train,4
ReunionTurtles_Ninugo,sea turtle,train,4
ReunionTurtles_Noraf,sea turtle,train,4
ReunionTurtles_Oma,sea turtle,validation,4
ReunionTurtles_Pacha,sea turtle,train,4
ReunionTurtles_Ratafia,sea turtle,train,4
ReunionTurtles_Ros,sea turtle,train,4
ReunionTurtles_Sablier,sea turtle,train,4
ReunionTurtles_Samy,sea turtle,validation,4
ReunionTurtles_Shae,sea turtle,train,4
ReunionTurtles_Smile,sea turtle,validation,4
ReunionTurtles_Soline-Thea,sea turtle,train,4
ReunionTurtles_Song,sea turtle,train,4
ReunionTurtles_Steph,sea turtle,train,4
ReunionTurtles_Sylena,sea turtle,train,4
ReunionTurtles_Taho,sea turtle,train,4
ReunionTurtles_Taleen,sea turtle,train,4
ReunionTurtles_Tya,sea turtle,train,4
ReunionTurtles_Valerian,sea turtle,validation,4
ReunionTurtles_Victoria,sea turtle,train,4
ReunionTurtles_Woody,sea turtle,train,4
ReunionTurtles_Xavier,sea turtle,train,4
ReunionTurtles_Yanis,sea turtle,validation,4
ReunionTurtles_Ylan,sea turtle,validation,4
ReunionTurtles_Youken-Diazgo,sea turtle,train,4
ReunionTurtles_Ysee,sea turtle,train,4
ReunionTurtles_Zippy,sea turtle,train,4
SMALST_A,zebra,test,129
SMALST_C,zebra,train,129
SMALST_E,zebra,test,129
SMALST_F,zebra,train,129
SMALST_G,zebra,train,129
SMALST_H,zebra,validation,129
SMALST_I,zebra,train,129
SMALST_L,zebra,train,129
SMALST_M,zebra,train,129
SMALST_N,zebra,train,129
SeaStarReID2023_Anau01,sea star,train,18
SeaStarReID2023_Anau02,sea star,train,18
SeaStarReID2023_Anau03,sea star,validation,21
SeaStarReID2023_Anau04,sea star,train,17
SeaStarReID2023_Anau05,sea star,train,18
SeaStarReID2023_Anau06,sea star,test,17
SeaStarReID2023_Anau07,sea star,train,17
SeaStarReID2023_Anau08,sea star,train,18
SeaStarReID2023_Anau09,sea star,validation,18
SeaStarReID2023_Anau10,sea star,train,18
SeaStarReID2023_Anau11,sea star,train,18
SeaStarReID2023_Anau12,sea star,train,19
SeaStarReID2023_Anau13,sea star,test,18
SeaStarReID2023_Anau14,sea star,test,17
SeaStarReID2023_Anau15,sea star,train,12
SeaStarReID2023_Anau16,sea star,train,17
SeaStarReID2023_Anau17,sea star,train,17
SeaStarReID2023_Anau18,sea star,train,17
SeaStarReID2023_Anau19,sea star,train,17
SeaStarReID2023_Anau20,sea star,test,17
SeaStarReID2023_Anau21,sea star,train,17
SeaStarReID2023_Anau22,sea star,test,17
SeaStarReID2023_Anau23,sea star,train,17
SeaStarReID2023_Anau24,sea star,train,20
SeaStarReID2023_Anau25,sea star,test,17
SeaStarReID2023_Anau26,sea star,test,20
SeaStarReID2023_Anau27,sea star,validation,17
SeaStarReID2023_Anau28,sea star,train,17
SeaStarReID2023_Anau29,sea star,train,17
SeaStarReID2023_Anau30,sea star,train,17
SeaStarReID2023_Anau31,sea star,train,27
SeaStarReID2023_Anau32,sea star,train,20
SeaStarReID2023_Anau33,sea star,validation,17
SeaStarReID2023_Anau34,sea star,train,17
SeaStarReID2023_Anau35,sea star,train,17
SeaStarReID2023_Anau36,sea star,train,18
SeaStarReID2023_Anau37,sea star,train,17
SeaStarReID2023_Anau38,sea star,train,17
SeaStarReID2023_Anau39,sea star,train,19
SeaStarReID2023_Anau40,sea star,train,17
SeaStarReID2023_Anau41,sea star,train,18
SeaStarReID2023_Anau42,sea star,train,18
SeaStarReID2023_Anau43,sea star,train,19
SeaStarReID2023_Anau44,sea star,train,17
SeaStarReID2023_Anau45,sea star,train,17
SeaStarReID2023_Anau46,sea star,train,17
SeaStarReID2023_Anau47,sea star,train,17
SeaStarReID2023_Anau48,sea star,test,18
SeaStarReID2023_Anau49,sea star,test,16
SeaStarReID2023_Anau50,sea star,train,17
SeaStarReID2023_Anau51,sea star,train,17
SeaStarReID2023_Anau52,sea star,train,18
SeaStarReID2023_Anau53,sea star,train,18
SeaStarReID2023_Anau54,sea star,validation,17
SeaStarReID2023_Anau55,sea star,test,18
SeaStarReID2023_Anau56,sea star,train,10
SeaStarReID2023_Asru18,sea star,validation,30
SeaStarReID2023_Asru20,sea star,train,32
SeaStarReID2023_Asru21,sea star,train,30
SeaStarReID2023_Asru23,sea star,train,31
SeaStarReID2023_Asru24,sea star,validation,32
SeaStarReID2023_Asru26,sea star,train,30
SeaStarReID2023_Asru45,sea star,train,31
SeaStarReID2023_Asru46,sea star,test,31
SeaStarReID2023_Asru47,sea star,train,34
SeaStarReID2023_Asru48,sea star,train,31
SeaStarReID2023_Asru49,sea star,test,32
SeaStarReID2023_Asru50,sea star,train,31
SeaStarReID2023_Asru51,sea star,test,30
SeaStarReID2023_Asru52,sea star,train,31
SeaStarReID2023_Asru53,sea star,train,32
SeaStarReID2023_Asru54,sea star,train,33
SeaStarReID2023_Asru55,sea star,train,33
SeaStarReID2023_Asru56,sea star,train,38
SeaStarReID2023_Asru57,sea star,train,31
SeaStarReID2023_Asru58,sea star,validation,30
SeaStarReID2023_Asru60,sea star,train,31
SeaStarReID2023_Asru61,sea star,test,30
SeaStarReID2023_Asru62,sea star,validation,30
SeaStarReID2023_Asru63,sea star,train,30
SeaStarReID2023_Asru64,sea star,validation,31
SeaStarReID2023_Asru65,sea star,train,30
SeaStarReID2023_Asru66,sea star,train,30
SeaStarReID2023_Asru67,sea star,train,30
SeaStarReID2023_Asru68,sea star,validation,27
SeaStarReID2023_Asru69,sea star,train,28
SeaStarReID2023_Asru70,sea star,train,31
SeaStarReID2023_Asru71,sea star,test,30
SeaStarReID2023_Asru72,sea star,train,31
SeaStarReID2023_Asru73,sea star,validation,30
SeaStarReID2023_Asru74,sea star,validation,30
SeaStarReID2023_Asru75,sea star,train,31
SeaStarReID2023_Asru76,sea star,train,30
SeaStarReID2023_Asru77,sea star,validation,30
SeaStarReID2023_Asru78,sea star,train,31
SeaTurtleID2022_t001,sea turtle,test,22
SeaTurtleID2022_t002,sea turtle,test,17
SeaTurtleID2022_t003,sea turtle,train,29
SeaTurtleID2022_t004,sea turtle,train,56
SeaTurtleID2022_t006,sea turtle,train,6
SeaTurtleID2022_t007,sea turtle,test,51
SeaTurtleID2022_t008,sea turtle,train,34
SeaTurtleID2022_t009,sea turtle,validation,18
SeaTurtleID2022_t011,sea turtle,train,6
SeaTurtleID2022_t013,sea turtle,train,18
SeaTurtleID2022_t014,sea turtle,train,45
SeaTurtleID2022_t015,sea turtle,train,36
SeaTurtleID2022_t016,sea turtle,train,6
SeaTurtleID2022_t017,sea turtle,train,16
SeaTurtleID2022_t018,sea turtle,train,24
SeaTurtleID2022_t019,sea turtle,validation,6
SeaTurtleID2022_t020,sea turtle,train,36
SeaTurtleID2022_t021,sea turtle,train,18
SeaTurtleID2022_t022,sea turtle,validation,34
SeaTurtleID2022_t023,sea turtle,train,60
SeaTurtleID2022_t024,sea turtle,train,7
SeaTurtleID2022_t025,sea turtle,train,42
SeaTurtleID2022_t026,sea turtle,train,10
SeaTurtleID2022_t027,sea turtle,validation,10
SeaTurtleID2022_t028,sea turtle,train,64
SeaTurtleID2022_t029,sea turtle,train,22
SeaTurtleID2022_t031,sea turtle,train,3
SeaTurtleID2022_t032,sea turtle,train,13
SeaTurtleID2022_t033,sea turtle,validation,76
SeaTurtleID2022_t034,sea turtle,validation,26
SeaTurtleID2022_t035,sea turtle,train,30
SeaTurtleID2022_t036,sea turtle,train,6
SeaTurtleID2022_t037,sea turtle,test,35
SeaTurtleID2022_t038,sea turtle,train,42
SeaTurtleID2022_t040,sea turtle,test,38
SeaTurtleID2022_t041,sea turtle,train,2
SeaTurtleID2022_t042,sea turtle,validation,11
SeaTurtleID2022_t043,sea turtle,train,30
SeaTurtleID2022_t044,sea turtle,train,3
SeaTurtleID2022_t045,sea turtle,test,5
SeaTurtleID2022_t046,sea turtle,train,7
SeaTurtleID2022_t048,sea turtle,test,118
SeaTurtleID2022_t049,sea turtle,train,9
SeaTurtleID2022_t050,sea turtle,train,8
SeaTurtleID2022_t051,sea turtle,test,6
SeaTurtleID2022_t052,sea turtle,validation,29
SeaTurtleID2022_t053,sea turtle,train,3
SeaTurtleID2022_t055,sea turtle,train,4
SeaTurtleID2022_t056,sea turtle,train,12
SeaTurtleID2022_t057,sea turtle,train,6
SeaTurtleID2022_t058,sea turtle,train,8
SeaTurtleID2022_t059,sea turtle,train,3
SeaTurtleID2022_t060,sea turtle,train,3
SeaTurtleID2022_t061,sea turtle,train,7
SeaTurtleID2022_t062,sea turtle,validation,34
SeaTurtleID2022_t063,sea turtle,train,61
SeaTurtleID2022_t064,sea turtle,train,23
SeaTurtleID2022_t065,sea turtle,train,19
SeaTurtleID2022_t066,sea turtle,train,6
SeaTurtleID2022_t067,sea turtle,train,53
SeaTurtleID2022_t068,sea turtle,validation,29
SeaTurtleID2022_t069,sea turtle,train,16
SeaTurtleID2022_t070,sea turtle,validation,22
SeaTurtleID2022_t071,sea turtle,train,7
SeaTurtleID2022_t073,sea turtle,train,46
SeaTurtleID2022_t074,sea turtle,test,13
SeaTurtleID2022_t075,sea turtle,train,30
SeaTurtleID2022_t076,sea turtle,train,32
SeaTurtleID2022_t077,sea turtle,train,15
SeaTurtleID2022_t078,sea turtle,test,15
SeaTurtleID2022_t079,sea turtle,train,15
SeaTurtleID2022_t080,sea turtle,train,13
SeaTurtleID2022_t081,sea turtle,train,6
SeaTurtleID2022_t082,sea turtle,train,20
SeaTurtleID2022_t083,sea turtle,test,3
SeaTurtleID2022_t084,sea turtle,train,22
SeaTurtleID2022_t085,sea turtle,test,18
SeaTurtleID2022_t086,sea turtle,test,17
SeaTurtleID2022_t087,sea turtle,validation,2
SeaTurtleID2022_t088,sea turtle,train,2
SeaTurtleID2022_t089,sea turtle,train,2
SeaTurtleID2022_t090,sea turtle,train,19
SeaTurtleID2022_t091,sea turtle,train,2
SeaTurtleID2022_t092,sea turtle,train,36
SeaTurtleID2022_t093,sea turtle,validation,13
SeaTurtleID2022_t094,sea turtle,train,50
SeaTurtleID2022_t095,sea turtle,train,46
SeaTurtleID2022_t096,sea turtle,validation,11
SeaTurtleID2022_t097,sea turtle,train,11
SeaTurtleID2022_t099,sea turtle,train,57
SeaTurtleID2022_t101,sea turtle,train,17
SeaTurtleID2022_t102,sea turtle,train,50
SeaTurtleID2022_t103,sea turtle,validation,1
SeaTurtleID2022_t104,sea turtle,train,21
SeaTurtleID2022_t105,sea turtle,train,13
SeaTurtleID2022_t106,sea turtle,test,4
SeaTurtleID2022_t107,sea turtle,train,5
SeaTurtleID2022_t108,sea turtle,validation,16
SeaTurtleID2022_t110,sea turtle,train,70
SeaTurtleID2022_t112,sea turtle,validation,3
SeaTurtleID2022_t113,sea turtle,train,4
SeaTurtleID2022_t114,sea turtle,train,10
SeaTurtleID2022_t115,sea turtle,train,27
SeaTurtleID2022_t116,sea turtle,validation,3
SeaTurtleID2022_t118,sea turtle,validation,6
SeaTurtleID2022_t119,sea turtle,validation,15
SeaTurtleID2022_t120,sea turtle,test,2
SeaTurtleID2022_t121,sea turtle,train,20
SeaTurtleID2022_t123,sea turtle,train,5
SeaTurtleID2022_t124,sea turtle,train,4
SeaTurtleID2022_t125,sea turtle,train,17
SeaTurtleID2022_t127,sea turtle,train,8
SeaTurtleID2022_t128,sea turtle,validation,4
SeaTurtleID2022_t129,sea turtle,test,6
SeaTurtleID2022_t130,sea turtle,train,3
SeaTurtleID2022_t131,sea turtle,train,24
SeaTurtleID2022_t132,sea turtle,train,9
SeaTurtleID2022_t133,sea turtle,validation,3
SeaTurtleID2022_t135,sea turtle,test,3
SeaTurtleID2022_t136,sea turtle,train,24
SeaTurtleID2022_t137,sea turtle,validation,32
SeaTurtleID2022_t138,sea turtle,train,4
SeaTurtleID2022_t139,sea turtle,validation,22
SeaTurtleID2022_t140,sea turtle,test,5
SeaTurtleID2022_t141,sea turtle,train,42
SeaTurtleID2022_t142,sea turtle,validation,20
SeaTurtleID2022_t143,sea turtle,train,4
SeaTurtleID2022_t144,sea turtle,validation,8
SeaTurtleID2022_t145,sea turtle,train,11
SeaTurtleID2022_t146,sea turtle,validation,21
SeaTurtleID2022_t148,sea turtle,train,5
SeaTurtleID2022_t149,sea turtle,train,4
SeaTurtleID2022_t150,sea turtle,train,5
SeaTurtleID2022_t151,sea turtle,train,12
SeaTurtleID2022_t152,sea turtle,train,4
SeaTurtleID2022_t154,sea turtle,train,3
SeaTurtleID2022_t155,sea turtle,validation,5
SeaTurtleID2022_t156,sea turtle,train,5
SeaTurtleID2022_t157,sea turtle,validation,26
SeaTurtleID2022_t158,sea turtle,train,54
SeaTurtleID2022_t159,sea turtle,train,26
SeaTurtleID2022_t160,sea turtle,train,32
SeaTurtleID2022_t161,sea turtle,test,11
SeaTurtleID2022_t162,sea turtle,train,5
SeaTurtleID2022_t163,sea turtle,train,21
SeaTurtleID2022_t164,sea turtle,validation,11
SeaTurtleID2022_t165,sea turtle,train,22
SeaTurtleID2022_t166,sea turtle,train,33
SeaTurtleID2022_t167,sea turtle,test,23
SeaTurtleID2022_t168,sea turtle,test,10
SeaTurtleID2022_t169,sea turtle,train,8
SeaTurtleID2022_t170,sea turtle,train,5
SeaTurtleID2022_t171,sea turtle,train,36
SeaTurtleID2022_t172,sea turtle,train,14
SeaTurtleID2022_t173,sea turtle,train,4
SeaTurtleID2022_t174,sea turtle,validation,40
SeaTurtleID2022_t175,sea turtle,train,35
SeaTurtleID2022_t177,sea turtle,validation,3
SeaTurtleID2022_t180,sea turtle,train,15
SeaTurtleID2022_t181,sea turtle,train,7
SeaTurtleID2022_t182,sea turtle,train,6
SeaTurtleID2022_t183,sea turtle,train,8
SeaTurtleID2022_t184,sea turtle,validation,14
SeaTurtleID2022_t185,sea turtle,validation,3
SeaTurtleID2022_t186,sea turtle,test,11
SeaTurtleID2022_t189,sea turtle,validation,29
SeaTurtleID2022_t190,sea turtle,train,2
SeaTurtleID2022_t191,sea turtle,train,9
SeaTurtleID2022_t192,sea turtle,train,12
SeaTurtleID2022_t194,sea turtle,train,15
SeaTurtleID2022_t195,sea turtle,train,8
SeaTurtleID2022_t196,sea turtle,train,7
SeaTurtleID2022_t197,sea turtle,train,15
SeaTurtleID2022_t198,sea turtle,train,3
SeaTurtleID2022_t199,sea turtle,train,40
SeaTurtleID2022_t200,sea turtle,validation,47
SeaTurtleID2022_t201,sea turtle,train,55
SeaTurtleID2022_t202,sea turtle,train,22
SeaTurtleID2022_t203,sea turtle,train,32
SeaTurtleID2022_t204,sea turtle,validation,84
SeaTurtleID2022_t205,sea turtle,validation,4
SeaTurtleID2022_t206,sea turtle,validation,12
SeaTurtleID2022_t207,sea turtle,train,6
SeaTurtleID2022_t208,sea turtle,train,10
SeaTurtleID2022_t211,sea turtle,validation,6
SeaTurtleID2022_t212,sea turtle,train,24
SeaTurtleID2022_t213,sea turtle,train,49
SeaTurtleID2022_t214,sea turtle,test,10
SeaTurtleID2022_t215,sea turtle,validation,23
SeaTurtleID2022_t216,sea turtle,train,61
SeaTurtleID2022_t217,sea turtle,validation,176
SeaTurtleID2022_t219,sea turtle,test,8
SeaTurtleID2022_t220,sea turtle,train,8
SeaTurtleID2022_t221,sea turtle,train,77
SeaTurtleID2022_t222,sea turtle,train,5
SeaTurtleID2022_t223,sea turtle,train,8
SeaTurtleID2022_t224,sea turtle,train,18
SeaTurtleID2022_t225,sea turtle,test,32
SeaTurtleID2022_t226,sea turtle,test,20
SeaTurtleID2022_t227,sea turtle,train,9
SeaTurtleID2022_t228,sea turtle,train,18
SeaTurtleID2022_t229,sea turtle,train,15
SeaTurtleID2022_t230,sea turtle,train,51
SeaTurtleID2022_t231,sea turtle,train,67
SeaTurtleID2022_t232,sea turtle,train,43
SeaTurtleID2022_t233,sea turtle,train,13
SeaTurtleID2022_t234,sea turtle,train,41
SeaTurtleID2022_t235,sea turtle,train,85
SeaTurtleID2022_t236,sea turtle,test,98
SeaTurtleID2022_t237,sea turtle,train,32
SeaTurtleID2022_t238,sea turtle,train,29
SeaTurtleID2022_t239,sea turtle,train,7
SeaTurtleID2022_t240,sea turtle,train,38
SeaTurtleID2022_t241,sea turtle,test,35
SeaTurtleID2022_t242,sea turtle,train,37
SeaTurtleID2022_t243,sea turtle,validation,190
SeaTurtleID2022_t244,sea turtle,validation,8
SeaTurtleID2022_t245,sea turtle,train,50
SeaTurtleID2022_t246,sea turtle,train,42
SeaTurtleID2022_t248,sea turtle,validation,26
SeaTurtleID2022_t249,sea turtle,test,15
SeaTurtleID2022_t250,sea turtle,train,27
SeaTurtleID2022_t251,sea turtle,train,46
SeaTurtleID2022_t252,sea turtle,train,11
SeaTurtleID2022_t253,sea turtle,validation,4
SeaTurtleID2022_t254,sea turtle,train,43
SeaTurtleID2022_t255,sea turtle,train,21
SeaTurtleID2022_t257,sea turtle,test,42
SeaTurtleID2022_t258,sea turtle,train,14
SeaTurtleID2022_t259,sea turtle,train,14
SeaTurtleID2022_t260,sea turtle,train,41
SeaTurtleID2022_t261,sea turtle,test,30
SeaTurtleID2022_t262,sea turtle,validation,9
SeaTurtleID2022_t263,sea turtle,test,24
SeaTurtleID2022_t264,sea turtle,test,4
SeaTurtleID2022_t265,sea turtle,train,13
SeaTurtleID2022_t266,sea turtle,train,19
SeaTurtleID2022_t267,sea turtle,train,20
SeaTurtleID2022_t268,sea turtle,train,15
SeaTurtleID2022_t269,sea turtle,train,19
SeaTurtleID2022_t270,sea turtle,train,6
SeaTurtleID2022_t271,sea turtle,train,14
SeaTurtleID2022_t272,sea turtle,train,5
SeaTurtleID2022_t273,sea turtle,train,6
SeaTurtleID2022_t274,sea turtle,train,5
SeaTurtleID2022_t275,sea turtle,train,4
SeaTurtleID2022_t276,sea turtle,train,22
SeaTurtleID2022_t277,sea turtle,test,7
SeaTurtleID2022_t278,sea turtle,train,7
SeaTurtleID2022_t280,sea turtle,train,8
SeaTurtleID2022_t281,sea turtle,train,31
SeaTurtleID2022_t283,sea turtle,train,36
SeaTurtleID2022_t285,sea turtle,train,19
SeaTurtleID2022_t286,sea turtle,validation,14
SeaTurtleID2022_t287,sea turtle,train,18
SeaTurtleID2022_t288,sea turtle,train,22
SeaTurtleID2022_t289,sea turtle,train,12
SeaTurtleID2022_t291,sea turtle,train,8
SeaTurtleID2022_t292,sea turtle,train,30
SeaTurtleID2022_t293,sea turtle,test,17
SeaTurtleID2022_t294,sea turtle,train,29
SeaTurtleID2022_t295,sea turtle,train,50
SeaTurtleID2022_t296,sea turtle,train,26
SeaTurtleID2022_t297,sea turtle,train,8
SeaTurtleID2022_t298,sea turtle,train,27
SeaTurtleID2022_t299,sea turtle,train,7
SeaTurtleID2022_t300,sea turtle,train,22
SeaTurtleID2022_t301,sea turtle,train,18
SeaTurtleID2022_t302,sea turtle,test,35
SeaTurtleID2022_t303,sea turtle,train,7
SeaTurtleID2022_t305,sea turtle,train,44
SeaTurtleID2022_t306,sea turtle,train,9
SeaTurtleID2022_t307,sea turtle,validation,10
SeaTurtleID2022_t308,sea turtle,validation,6
SeaTurtleID2022_t309,sea turtle,validation,15
SeaTurtleID2022_t310,sea turtle,train,13
SeaTurtleID2022_t311,sea turtle,validation,7
SeaTurtleID2022_t312,sea turtle,validation,7
SeaTurtleID2022_t313,sea turtle,train,8
SeaTurtleID2022_t314,sea turtle,train,22
SeaTurtleID2022_t315,sea turtle,test,7
SeaTurtleID2022_t316,sea turtle,validation,26
SeaTurtleID2022_t317,sea turtle,train,12
SeaTurtleID2022_t318,sea turtle,train,16
SeaTurtleID2022_t319,sea turtle,train,27
SeaTurtleID2022_t320,sea turtle,train,9
SeaTurtleID2022_t321,sea turtle,test,21
SeaTurtleID2022_t322,sea turtle,train,74
SeaTurtleID2022_t323,sea turtle,test,154
SeaTurtleID2022_t325,sea turtle,test,13
SeaTurtleID2022_t327,sea turtle,validation,13
SeaTurtleID2022_t328,sea turtle,train,24
SeaTurtleID2022_t329,sea turtle,train,13
SeaTurtleID2022_t330,sea turtle,train,18
SeaTurtleID2022_t331,sea turtle,train,16
SeaTurtleID2022_t333,sea turtle,train,41
SeaTurtleID2022_t334,sea turtle,test,12
SeaTurtleID2022_t335,sea turtle,train,19
SeaTurtleID2022_t337,sea turtle,validation,14
SeaTurtleID2022_t338,sea turtle,test,22
SeaTurtleID2022_t339,sea turtle,train,9
SeaTurtleID2022_t340,sea turtle,validation,6
SeaTurtleID2022_t341,sea turtle,test,7
SeaTurtleID2022_t342,sea turtle,train,6
SeaTurtleID2022_t343,sea turtle,test,9
SeaTurtleID2022_t344,sea turtle,test,7
SeaTurtleID2022_t345,sea turtle,test,5
SeaTurtleID2022_t346,sea turtle,train,6
SeaTurtleID2022_t347,sea turtle,train,24
SeaTurtleID2022_t348,sea turtle,validation,5
SeaTurtleID2022_t350,sea turtle,train,34
SeaTurtleID2022_t351,sea turtle,validation,26
SeaTurtleID2022_t352,sea turtle,train,31
SeaTurtleID2022_t353,sea turtle,train,24
SeaTurtleID2022_t354,sea turtle,train,32
SeaTurtleID2022_t355,sea turtle,train,9
SeaTurtleID2022_t357,sea turtle,test,16
SeaTurtleID2022_t358,sea turtle,train,9
SeaTurtleID2022_t359,sea turtle,train,4
SeaTurtleID2022_t360,sea turtle,train,9
SeaTurtleID2022_t361,sea turtle,train,8
SeaTurtleID2022_t362,sea turtle,train,14
SeaTurtleID2022_t363,sea turtle,test,11
SeaTurtleID2022_t364,sea turtle,test,11
SeaTurtleID2022_t365,sea turtle,train,5
SeaTurtleID2022_t366,sea turtle,train,5
SeaTurtleID2022_t367,sea turtle,validation,3
SeaTurtleID2022_t368,sea turtle,test,3
SeaTurtleID2022_t369,sea turtle,validation,3
SeaTurtleID2022_t371,sea turtle,test,14
SeaTurtleID2022_t372,sea turtle,test,14
SeaTurtleID2022_t373,sea turtle,train,24
SeaTurtleID2022_t374,sea turtle,train,13
SeaTurtleID2022_t375,sea turtle,train,6
SeaTurtleID2022_t376,sea turtle,train,45
SeaTurtleID2022_t377,sea turtle,train,8
SeaTurtleID2022_t378,sea turtle,train,6
SeaTurtleID2022_t379,sea turtle,test,5
