identity,species,experiment_split,image_count
SeaTurtleID2022_t351,sea turtle,test,6
SeaTurtleID2022_t351,sea turtle,train,20
SeaTurtleID2022_t352,sea turtle,test,11
SeaTurtleID2022_t352,sea turtle,train,16
SeaTurtleID2022_t352,sea turtle,validation,4
SeaTurtleID2022_t353,sea turtle,test,15
SeaTurtleID2022_t353,sea turtle,train,9
SeaTurtleID2022_t354,sea turtle,test,8
SeaTurtleID2022_t354,sea turtle,train,20
SeaTurtleID2022_t354,sea turtle,validation,4
SeaTurtleID2022_t355,sea turtle,train,8
SeaTurtleID2022_t355,sea turtle,validation,1
SeaTurtleID2022_t357,sea turtle,test,5
SeaTurtleID2022_t357,sea turtle,train,8
SeaTurtleID2022_t357,sea turtle,validation,3
SeaTurtleID2022_t358,sea turtle,train,5
SeaTurtleID2022_t358,sea turtle,validation,4
SeaTurtleID2022_t359,sea turtle,train,4
SeaTurtleID2022_t360,sea turtle,train,8
SeaTurtleID2022_t360,sea turtle,validation,1
SeaTurtleID2022_t361,sea turtle,train,7
SeaTurtleID2022_t361,sea turtle,validation,1
SeaTurtleID2022_t362,sea turtle,test,4
SeaTurtleID2022_t362,sea turtle,train,10
SeaTurtleID2022_t363,sea turtle,test,8
SeaTurtleID2022_t363,sea turtle,train,3
SeaTurtleID2022_t364,sea turtle,test,3
SeaTurtleID2022_t364,sea turtle,train,7
SeaTurtleID2022_t364,sea turtle,validation,1
SeaTurtleID2022_t365,sea turtle,train,5
SeaTurtleID2022_t366,sea turtle,train,5
SeaTurtleID2022_t367,sea turtle,train,3
SeaTurtleID2022_t368,sea turtle,train,3
SeaTurtleID2022_t369,sea turtle,train,3
SeaTurtleID2022_t371,sea turtle,test,14
SeaTurtleID2022_t372,sea turtle,train,11
SeaTurtleID2022_t372,sea turtle,validation,3
SeaTurtleID2022_t373,sea turtle,test,9
SeaTurtleID2022_t373,sea turtle,train,13
SeaTurtleID2022_t373,sea turtle,validation,2
SeaTurtleID2022_t374,sea turtle,test,8
SeaTurtleID2022_t374,sea turtle,train,5
SeaTurtleID2022_t375,sea turtle,test,6
SeaTurtleID2022_t376,sea turtle,test,6
SeaTurtleID2022_t376,sea turtle,train,35
SeaTurtleID2022_t376,sea turtle,validation,4
SeaTurtleID2022_t377,sea turtle,train,6
SeaTurtleID2022_t377,sea turtle,validation,2
SeaTurtleID2022_t378,sea turtle,train,6
SeaTurtleID2022_t379,sea turtle,train,4
SeaTurtleID2022_t379,sea turtle,validation,1
SeaTurtleID2022_t380,sea turtle,test,9
SeaTurtleID2022_t380,sea turtle,train,5
SeaTurtleID2022_t380,sea turtle,validation,2
SeaTurtleID2022_t381,sea turtle,test,2
SeaTurtleID2022_t382,sea turtle,train,3
SeaTurtleID2022_t383,sea turtle,train,2
SeaTurtleID2022_t384,sea turtle,test,3
SeaTurtleID2022_t385,sea turtle,train,8
SeaTurtleID2022_t385,sea turtle,validation,1
SeaTurtleID2022_t386,sea turtle,test,9
SeaTurtleID2022_t386,sea turtle,train,19
SeaTurtleID2022_t386,sea turtle,validation,4
SeaTurtleID2022_t387,sea turtle,test,5
SeaTurtleID2022_t388,sea turtle,test,7
SeaTurtleID2022_t388,sea turtle,train,16
SeaTurtleID2022_t388,sea turtle,validation,5
SeaTurtleID2022_t389,sea turtle,test,7
SeaTurtleID2022_t389,sea turtle,train,7
SeaTurtleID2022_t390,sea turtle,test,5
SeaTurtleID2022_t390,sea turtle,train,7
SeaTurtleID2022_t390,sea turtle,validation,1
SeaTurtleID2022_t392,sea turtle,test,8
SeaTurtleID2022_t393,sea turtle,test,8
SeaTurtleID2022_t393,sea turtle,train,5
SeaTurtleID2022_t393,sea turtle,validation,2
SeaTurtleID2022_t395,sea turtle,train,8
SeaTurtleID2022_t395,sea turtle,validation,1
SeaTurtleID2022_t396,sea turtle,test,3
SeaTurtleID2022_t396,sea turtle,train,24
SeaTurtleID2022_t396,sea turtle,validation,5
SeaTurtleID2022_t397,sea turtle,test,9
SeaTurtleID2022_t397,sea turtle,train,34
SeaTurtleID2022_t397,sea turtle,validation,3
SeaTurtleID2022_t398,sea turtle,test,19
SeaTurtleID2022_t398,sea turtle,train,69
SeaTurtleID2022_t398,sea turtle,validation,5
SeaTurtleID2022_t399,sea turtle,train,9
SeaTurtleID2022_t399,sea turtle,validation,1
SeaTurtleID2022_t400,sea turtle,train,11
SeaTurtleID2022_t400,sea turtle,validation,1
SeaTurtleID2022_t401,sea turtle,test,11
SeaTurtleID2022_t401,sea turtle,train,13
SeaTurtleID2022_t401,sea turtle,validation,1
SeaTurtleID2022_t402,sea turtle,test,7
SeaTurtleID2022_t402,sea turtle,train,6
SeaTurtleID2022_t403,sea turtle,train,7
SeaTurtleID2022_t403,sea turtle,validation,1
SeaTurtleID2022_t404,sea turtle,train,1
SeaTurtleID2022_t404,sea turtle,validation,2
SeaTurtleID2022_t405,sea turtle,train,13
SeaTurtleID2022_t405,sea turtle,validation,2
SeaTurtleID2022_t406,sea turtle,test,5
SeaTurtleID2022_t407,sea turtle,test,13
SeaTurtleID2022_t407,sea turtle,train,18
SeaTurtleID2022_t407,sea turtle,validation,4
SeaTurtleID2022_t408,sea turtle,train,4
SeaTurtleID2022_t408,sea turtle,validation,2
SeaTurtleID2022_t409,sea turtle,train,10
SeaTurtleID2022_t409,sea turtle,validation,1
SeaTurtleID2022_t410,sea turtle,test,6
SeaTurtleID2022_t410,sea turtle,train,5
SeaTurtleID2022_t410,sea turtle,validation,1
SeaTurtleID2022_t411,sea turtle,train,6
SeaTurtleID2022_t412,sea turtle,test,10
SeaTurtleID2022_t412,sea turtle,train,7
SeaTurtleID2022_t413,sea turtle,test,3
SeaTurtleID2022_t413,sea turtle,train,10
SeaTurtleID2022_t415,sea turtle,train,6
SeaTurtleID2022_t415,sea turtle,validation,4
SeaTurtleID2022_t417,sea turtle,test,10
SeaTurtleID2022_t417,sea turtle,train,12
SeaTurtleID2022_t418,sea turtle,test,3
SeaTurtleID2022_t418,sea turtle,train,2
SeaTurtleID2022_t419,sea turtle,train,2
SeaTurtleID2022_t419,sea turtle,validation,1
SeaTurtleID2022_t420,sea turtle,train,8
SeaTurtleID2022_t420,sea turtle,validation,1
SeaTurtleID2022_t421,sea turtle,test,13
SeaTurtleID2022_t421,sea turtle,train,12
SeaTurtleID2022_t421,sea turtle,validation,4
SeaTurtleID2022_t422,sea turtle,test,7
SeaTurtleID2022_t422,sea turtle,train,10
SeaTurtleID2022_t422,sea turtle,validation,3
SeaTurtleID2022_t423,sea turtle,test,8
SeaTurtleID2022_t423,sea turtle,train,10
SeaTurtleID2022_t423,sea turtle,validation,2
SeaTurtleID2022_t424,sea turtle,test,9
SeaTurtleID2022_t424,sea turtle,train,5
SeaTurtleID2022_t424,sea turtle,validation,2
SeaTurtleID2022_t425,sea turtle,train,4
SeaTurtleID2022_t426,sea turtle,test,7
SeaTurtleID2022_t426,sea turtle,train,6
SeaTurtleID2022_t427,sea turtle,test,4
SeaTurtleID2022_t427,sea turtle,train,28
SeaTurtleID2022_t427,sea turtle,validation,4
SeaTurtleID2022_t429,sea turtle,train,7
SeaTurtleID2022_t430,sea turtle,test,12
SeaTurtleID2022_t430,sea turtle,train,6
SeaTurtleID2022_t431,sea turtle,train,4
SeaTurtleID2022_t431,sea turtle,validation,1
SeaTurtleID2022_t432,sea turtle,train,8
SeaTurtleID2022_t433,sea turtle,train,9
SeaTurtleID2022_t434,sea turtle,train,10
SeaTurtleID2022_t434,sea turtle,validation,2
SeaTurtleID2022_t435,sea turtle,test,7
SeaTurtleID2022_t436,sea turtle,train,4
SeaTurtleID2022_t436,sea turtle,validation,1
SeaTurtleID2022_t437,sea turtle,train,4
SeaTurtleID2022_t437,sea turtle,validation,2
SeaTurtleID2022_t438,sea turtle,train,3
SeaTurtleID2022_t438,sea turtle,validation,1
SeaTurtleID2022_t439,sea turtle,train,7
SeaTurtleID2022_t439,sea turtle,validation,2
SeaTurtleID2022_t441,sea turtle,test,13
SeaTurtleID2022_t441,sea turtle,train,83
SeaTurtleID2022_t441,sea turtle,validation,12
SeaTurtleID2022_t442,sea turtle,test,9
SeaTurtleID2022_t442,sea turtle,train,11
SeaTurtleID2022_t442,sea turtle,validation,1
SeaTurtleID2022_t450,sea turtle,test,5
SeaTurtleID2022_t450,sea turtle,train,5
SeaTurtleID2022_t451,sea turtle,test,3
SeaTurtleID2022_t451,sea turtle,train,2
SeaTurtleID2022_t451,sea turtle,validation,2
SeaTurtleID2022_t453,sea turtle,test,8
SeaTurtleID2022_t453,sea turtle,train,7
SeaTurtleID2022_t453,sea turtle,validation,1
SeaTurtleID2022_t459,sea turtle,test,11
SeaTurtleID2022_t459,sea turtle,train,12
SeaTurtleID2022_t459,sea turtle,validation,1
SeaTurtleID2022_t467,sea turtle,test,13
SeaTurtleID2022_t467,sea turtle,train,5
SeaTurtleID2022_t468,sea turtle,test,69
SeaTurtleID2022_t470,sea turtle,test,28
SeaTurtleID2022_t471,sea turtle,test,9
SeaTurtleID2022_t471,sea turtle,train,8
SeaTurtleID2022_t471,sea turtle,validation,1
SeaTurtleID2022_t473,sea turtle,test,12
SeaTurtleID2022_t473,sea turtle,train,25
SeaTurtleID2022_t473,sea turtle,validation,6
SeaTurtleID2022_t474,sea turtle,test,9
SeaTurtleID2022_t474,sea turtle,train,8
SeaTurtleID2022_t474,sea turtle,validation,2
SeaTurtleID2022_t478,sea turtle,test,5
SeaTurtleID2022_t478,sea turtle,train,10
SeaTurtleID2022_t490,sea turtle,train,6
SeaTurtleID2022_t492,sea turtle,test,4
SeaTurtleID2022_t492,sea turtle,train,5
SeaTurtleID2022_t492,sea turtle,validation,2
SeaTurtleID2022_t493,sea turtle,test,3
SeaTurtleID2022_t493,sea turtle,train,11
SeaTurtleID2022_t493,sea turtle,validation,4
SeaTurtleID2022_t496,sea turtle,test,7
SeaTurtleID2022_t496,sea turtle,train,4
SeaTurtleID2022_t497,sea turtle,test,10
SeaTurtleID2022_t497,sea turtle,train,5
SeaTurtleID2022_t497,sea turtle,validation,1
SeaTurtleID2022_t500,sea turtle,test,5
SeaTurtleID2022_t500,sea turtle,train,5
SeaTurtleID2022_t514,sea turtle,test,5
SeaTurtleID2022_t514,sea turtle,train,4
SeaTurtleID2022_t518,sea turtle,test,2
SeaTurtleID2022_t518,sea turtle,train,9
SeaTurtleID2022_t518,sea turtle,validation,2
SeaTurtleID2022_t522,sea turtle,test,6
SeaTurtleID2022_t522,sea turtle,train,72
SeaTurtleID2022_t522,sea turtle,validation,15
SeaTurtleID2022_t524,sea turtle,test,3
SeaTurtleID2022_t524,sea turtle,train,3
SeaTurtleID2022_t527,sea turtle,test,4
SeaTurtleID2022_t527,sea turtle,train,4
SeaTurtleID2022_t527,sea turtle,validation,1
SeaTurtleID2022_t528,sea turtle,test,3
SeaTurtleID2022_t528,sea turtle,train,9
SeaTurtleID2022_t528,sea turtle,validation,2
SeaTurtleID2022_t544,sea turtle,test,3
SeaTurtleID2022_t544,sea turtle,train,4
SeaTurtleID2022_t547,sea turtle,test,1
SeaTurtleID2022_t547,sea turtle,train,3
SeaTurtleID2022_t547,sea turtle,validation,1
SeaTurtleID2022_t548,sea turtle,test,6
SeaTurtleID2022_t548,sea turtle,train,2
SeaTurtleID2022_t553,sea turtle,test,5
SeaTurtleID2022_t553,sea turtle,train,12
SeaTurtleID2022_t553,sea turtle,validation,2
SeaTurtleID2022_t554,sea turtle,test,4
SeaTurtleID2022_t554,sea turtle,train,4
SeaTurtleID2022_t559,sea turtle,train,6
SeaTurtleID2022_t566,sea turtle,test,5
SeaTurtleID2022_t566,sea turtle,train,2
SeaTurtleID2022_t567,sea turtle,test,6
SeaTurtleID2022_t567,sea turtle,train,4
SeaTurtleID2022_t568,sea turtle,test,6
SeaTurtleID2022_t568,sea turtle,train,5
SeaTurtleID2022_t570,sea turtle,test,4
SeaTurtleID2022_t570,sea turtle,train,9
SeaTurtleID2022_t584,sea turtle,test,6
SeaTurtleID2022_t584,sea turtle,train,3
SeaTurtleID2022_t585,sea turtle,test,5
SeaTurtleID2022_t585,sea turtle,train,6
SeaTurtleID2022_t585,sea turtle,validation,2
SeaTurtleID2022_t586,sea turtle,test,3
SeaTurtleID2022_t586,sea turtle,train,3
SeaTurtleID2022_t586,sea turtle,validation,1
SeaTurtleID2022_t589,sea turtle,test,3
SeaTurtleID2022_t589,sea turtle,train,6
SeaTurtleID2022_t589,sea turtle,validation,1
SeaTurtleID2022_t590,sea turtle,test,7
SeaTurtleID2022_t590,sea turtle,train,5
SeaTurtleID2022_t590,sea turtle,validation,2
SeaTurtleID2022_t591,sea turtle,test,9
SeaTurtleID2022_t591,sea turtle,train,6
SeaTurtleID2022_t591,sea turtle,validation,2
SeaTurtleID2022_t594,sea turtle,test,4
SeaTurtleID2022_t594,sea turtle,train,5
SeaTurtleID2022_t600,sea turtle,test,7
SeaTurtleID2022_t600,sea turtle,train,7
SeaTurtleID2022_t600,sea turtle,validation,1
SeaTurtleID2022_t603,sea turtle,test,6
SeaTurtleID2022_t603,sea turtle,train,4
SeaTurtleID2022_t603,sea turtle,validation,2
SeaTurtleID2022_t610,sea turtle,test,9
SeaTurtleID2022_t610,sea turtle,train,4
SeaTurtleID2022_t610,sea turtle,validation,2
SealID_1,seal,test,2
SealID_1,seal,train,7
SealID_1,seal,validation,4
SealID_10,seal,test,10
SealID_10,seal,train,50
SealID_10,seal,validation,6
SealID_100,seal,test,9
SealID_100,seal,train,45
SealID_100,seal,validation,6
SealID_101,seal,test,4
SealID_101,seal,train,17
SealID_101,seal,validation,5
SealID_103,seal,test,60
SealID_104,seal,test,7
SealID_104,seal,train,34
SealID_104,seal,validation,7
SealID_109,seal,test,4
SealID_109,seal,train,22
SealID_109,seal,validation,3
SealID_114,seal,test,4
SealID_114,seal,train,22
SealID_114,seal,validation,3
SealID_115,seal,test,7
SealID_115,seal,train,26
SealID_115,seal,validation,9
SealID_116,seal,test,7
SealID_116,seal,train,35
SealID_116,seal,validation,4
SealID_125,seal,test,10
SealID_125,seal,train,45
SealID_125,seal,validation,10
SealID_127,seal,test,3
SealID_127,seal,train,16
SealID_127,seal,validation,2
SealID_130,seal,test,13
SealID_130,seal,train,61
SealID_130,seal,validation,13
SealID_137,seal,test,4
SealID_137,seal,train,20
SealID_137,seal,validation,2
SealID_14,seal,test,2
SealID_14,seal,train,11
SealID_141,seal,test,2
SealID_141,seal,train,8
SealID_141,seal,validation,3
SealID_147,seal,test,4
SealID_147,seal,train,16
SealID_147,seal,validation,4
SealID_149,seal,test,5
SealID_149,seal,train,23
SealID_149,seal,validation,4
SealID_151,seal,test,3
SealID_151,seal,train,17
SealID_151,seal,validation,2
SealID_160,seal,test,2
SealID_160,seal,train,11
SealID_160,seal,validation,1
SealID_161,seal,test,4
SealID_161,seal,train,19
SealID_161,seal,validation,2
SealID_164,seal,test,8
SealID_164,seal,train,40
SealID_164,seal,validation,3
SealID_167,seal,test,51
SealID_168,seal,test,10
SealID_168,seal,train,49
SealID_168,seal,validation,7
SealID_170,seal,test,4
SealID_170,seal,train,18
SealID_170,seal,validation,4
SealID_174,seal,test,4
SealID_174,seal,train,18
SealID_174,seal,validation,1
SealID_176,seal,test,6
SealID_176,seal,train,30
SealID_176,seal,validation,5
SealID_187,seal,test,5
SealID_187,seal,train,25
SealID_187,seal,validation,2
SealID_188,seal,test,3
SealID_188,seal,train,14
SealID_188,seal,validation,4
SealID_21,seal,test,12
SealID_21,seal,train,54
SealID_21,seal,validation,12
SealID_211,seal,test,3
SealID_211,seal,train,12
SealID_211,seal,validation,2
SealID_213,seal,test,3
SealID_213,seal,train,16
SealID_213,seal,validation,1
SealID_219,seal,test,3
SealID_219,seal,train,13
SealID_219,seal,validation,2
SealID_22,seal,test,6
SealID_22,seal,train,23
SealID_22,seal,validation,10
SealID_223,seal,test,2
SealID_223,seal,train,10
SealID_223,seal,validation,4
SealID_23,seal,test,5
SealID_23,seal,train,23
SealID_23,seal,validation,7
SealID_230,seal,test,5
SealID_230,seal,train,26
SealID_230,seal,validation,2
SealID_26,seal,test,9
SealID_26,seal,train,43
SealID_26,seal,validation,3
SealID_28,seal,test,4
SealID_28,seal,train,21
SealID_28,seal,validation,4
SealID_3,seal,test,3
SealID_3,seal,train,16
SealID_3,seal,validation,3
SealID_34,seal,test,21
SealID_34,seal,train,101
SealID_34,seal,validation,11
SealID_359,seal,test,2
SealID_359,seal,train,12
SealID_38,seal,test,3
SealID_38,seal,train,14
SealID_38,seal,validation,3
SealID_44,seal,test,2
SealID_44,seal,train,13
SealID_44,seal,validation,1
SealID_45,seal,test,2
SealID_45,seal,train,12
SealID_51,seal,test,2
SealID_51,seal,train,11
SealID_51,seal,validation,1
SealID_61,seal,test,2
SealID_61,seal,train,9
SealID_61,seal,validation,3
SealID_76,seal,test,2
SealID_76,seal,train,9
SealID_80,seal,test,3
SealID_80,seal,train,12
SealID_80,seal,validation,4
SealID_81,seal,test,3
SealID_81,seal,train,15
SealID_81,seal,validation,1
SealID_82,seal,test,10
SealID_82,seal,train,41
SealID_82,seal,validation,13
SealID_87,seal,test,5
SealID_87,seal,train,22
SealID_87,seal,validation,3
SealID_88,seal,test,2
SealID_88,seal,train,11
SealID_88,seal,validation,3
SealID_91,seal,test,13
SealID_91,seal,train,59
SealID_91,seal,validation,10
SealID_93,seal,test,11
SealID_93,seal,train,50
SealID_93,seal,validation,7
SealID_96,seal,test,12
SealID_96,seal,train,53
SealID_96,seal,validation,13
SealID_97,seal,test,5
SealID_97,seal,train,25
SealID_97,seal,validation,4
SouthernProvinceTurtles_10-2-1,sea turtle,test,1
SouthernProvinceTurtles_10-2-1,sea turtle,train,5
SouthernProvinceTurtles_10-2-1,sea turtle,validation,1
SouthernProvinceTurtles_11-2-2,sea turtle,test,1
SouthernProvinceTurtles_11-2-2,sea turtle,train,4
SouthernProvinceTurtles_11-2-3,sea turtle,test,1
SouthernProvinceTurtles_11-2-3,sea turtle,train,6
SouthernProvinceTurtles_11-2-4,sea turtle,test,2
SouthernProvinceTurtles_11-2-4,sea turtle,train,10
SouthernProvinceTurtles_11-2-4,sea turtle,validation,3
SouthernProvinceTurtles_11-2-5,sea turtle,test,2
SouthernProvinceTurtles_11-2-5,sea turtle,train,9
SouthernProvinceTurtles_11-2-6,sea turtle,test,2
SouthernProvinceTurtles_11-2-6,sea turtle,train,7
SouthernProvinceTurtles_11-2-6,sea turtle,validation,2
SouthernProvinceTurtles_11-2-7,sea turtle,test,2
SouthernProvinceTurtles_11-2-7,sea turtle,train,11
SouthernProvinceTurtles_11-2-7,sea turtle,validation,2
SouthernProvinceTurtles_12-2-1,sea turtle,test,4
SouthernProvinceTurtles_12-2-1,sea turtle,train,22
SouthernProvinceTurtles_12-2-1,sea turtle,validation,2
SouthernProvinceTurtles_12-2-2,sea turtle,test,6
SouthernProvinceTurtles_12-2-2,sea turtle,train,32
SouthernProvinceTurtles_12-2-2,sea turtle,validation,5
SouthernProvinceTurtles_12-2-4,sea turtle,test,1
SouthernProvinceTurtles_12-2-4,sea turtle,train,3
SouthernProvinceTurtles_12-2-4,sea turtle,validation,1
SouthernProvinceTurtles_12-2-5,sea turtle,test,1
SouthernProvinceTurtles_12-2-5,sea turtle,train,7
SouthernProvinceTurtles_12-2-5,sea turtle,validation,1
SouthernProvinceTurtles_12-2-6,sea turtle,test,11
SouthernProvinceTurtles_12-2-7,sea turtle,test,1
SouthernProvinceTurtles_12-2-7,sea turtle,train,5
SouthernProvinceTurtles_12-2-7,sea turtle,validation,1
SouthernProvinceTurtles_13-2-2,sea turtle,test,2
SouthernProvinceTurtles_13-2-2,sea turtle,train,8
SouthernProvinceTurtles_13-2-2,sea turtle,validation,1
SouthernProvinceTurtles_13-2-3,sea turtle,test,1
SouthernProvinceTurtles_13-2-3,sea turtle,train,5
SouthernProvinceTurtles_13-2-3,sea turtle,validation,2
SouthernProvinceTurtles_13-2-4,sea turtle,test,1
SouthernProvinceTurtles_13-2-4,sea turtle,train,5
SouthernProvinceTurtles_13-2-4,sea turtle,validation,3
SouthernProvinceTurtles_14-2-1,sea turtle,test,12
SouthernProvinceTurtles_14-2-2,sea turtle,test,2
SouthernProvinceTurtles_14-2-2,sea turtle,train,10
SouthernProvinceTurtles_14-2-2,sea turtle,validation,3
SouthernProvinceTurtles_15-2-1,sea turtle,test,2
SouthernProvinceTurtles_15-2-1,sea turtle,train,11
SouthernProvinceTurtles_15-2-1,sea turtle,validation,4
SouthernProvinceTurtles_15-2-10,sea turtle,test,1
SouthernProvinceTurtles_15-2-10,sea turtle,train,2
SouthernProvinceTurtles_15-2-10,sea turtle,validation,1
SouthernProvinceTurtles_15-2-11,sea turtle,test,1
SouthernProvinceTurtles_15-2-11,sea turtle,train,3
SouthernProvinceTurtles_15-2-11,sea turtle,validation,1
SouthernProvinceTurtles_15-2-12,sea turtle,test,1
SouthernProvinceTurtles_15-2-12,sea turtle,train,6
SouthernProvinceTurtles_15-2-12,sea turtle,validation,1
SouthernProvinceTurtles_15-2-13,sea turtle,test,1
SouthernProvinceTurtles_15-2-13,sea turtle,train,4
SouthernProvinceTurtles_15-2-14,sea turtle,test,1
SouthernProvinceTurtles_15-2-14,sea turtle,train,3
SouthernProvinceTurtles_15-2-14,sea turtle,validation,1
SouthernProvinceTurtles_15-2-15,sea turtle,test,10
SouthernProvinceTurtles_15-2-16,sea turtle,test,1
SouthernProvinceTurtles_15-2-16,sea turtle,train,4
SouthernProvinceTurtles_15-2-16,sea turtle,validation,1
SouthernProvinceTurtles_15-2-17,sea turtle,test,1
SouthernProvinceTurtles_15-2-17,sea turtle,train,1
SouthernProvinceTurtles_15-2-18,sea turtle,test,1
SouthernProvinceTurtles_15-2-18,sea turtle,train,5
SouthernProvinceTurtles_15-2-19,sea turtle,test,1
SouthernProvinceTurtles_15-2-19,sea turtle,train,5
SouthernProvinceTurtles_15-2-2,sea turtle,test,1
SouthernProvinceTurtles_15-2-2,sea turtle,train,2
SouthernProvinceTurtles_15-2-2,sea turtle,validation,2
SouthernProvinceTurtles_15-2-20,sea turtle,test,1
SouthernProvinceTurtles_15-2-20,sea turtle,train,2
SouthernProvinceTurtles_15-2-20,sea turtle,validation,1
SouthernProvinceTurtles_15-2-21,sea turtle,test,1
SouthernProvinceTurtles_15-2-21,sea turtle,train,7
SouthernProvinceTurtles_15-2-22,sea turtle,test,1
SouthernProvinceTurtles_15-2-22,sea turtle,train,2
SouthernProvinceTurtles_15-2-22,sea turtle,validation,2
SouthernProvinceTurtles_15-2-23,sea turtle,test,1
SouthernProvinceTurtles_15-2-23,sea turtle,train,5
SouthernProvinceTurtles_15-2-23,sea turtle,validation,1
SouthernProvinceTurtles_15-2-24,sea turtle,test,1
SouthernProvinceTurtles_15-2-24,sea turtle,train,4
SouthernProvinceTurtles_15-2-3,sea turtle,test,1
SouthernProvinceTurtles_15-2-3,sea turtle,train,3
SouthernProvinceTurtles_15-2-3,sea turtle,validation,3
SouthernProvinceTurtles_15-2-4,sea turtle,test,1
SouthernProvinceTurtles_15-2-4,sea turtle,train,1
SouthernProvinceTurtles_15-2-4,sea turtle,validation,1
SouthernProvinceTurtles_15-2-5,sea turtle,test,1
SouthernProvinceTurtles_15-2-5,sea turtle,train,2
SouthernProvinceTurtles_15-2-5,sea turtle,validation,1
SouthernProvinceTurtles_15-2-6,sea turtle,test,1
SouthernProvinceTurtles_15-2-6,sea turtle,train,3
SouthernProvinceTurtles_15-2-6,sea turtle,validation,1
SouthernProvinceTurtles_15-2-7,sea turtle,test,1
SouthernProvinceTurtles_15-2-7,sea turtle,train,4
SouthernProvinceTurtles_15-2-8,sea turtle,test,1
SouthernProvinceTurtles_15-2-8,sea turtle,train,4
SouthernProvinceTurtles_15-2-9,sea turtle,test,1
SouthernProvinceTurtles_15-2-9,sea turtle,train,3
SouthernProvinceTurtles_15-2-9,sea turtle,validation,2
SouthernProvinceTurtles_16-2-1,sea turtle,test,1
SouthernProvinceTurtles_16-2-1,sea turtle,train,5
SouthernProvinceTurtles_16-2-1,sea turtle,validation,2
SouthernProvinceTurtles_16-2-2,sea turtle,test,2
SouthernProvinceTurtles_16-2-2,sea turtle,train,8
SouthernProvinceTurtles_16-2-2,sea turtle,validation,2
SouthernProvinceTurtles_16-2-3,sea turtle,test,2
SouthernProvinceTurtles_16-2-3,sea turtle,train,12
SouthernProvinceTurtles_16-2-3,sea turtle,validation,1
SouthernProvinceTurtles_17-2-1,sea turtle,test,3
SouthernProvinceTurtles_17-2-1,sea turtle,train,14
SouthernProvinceTurtles_17-2-1,sea turtle,validation,3
SouthernProvinceTurtles_17-2-2,sea turtle,test,1
SouthernProvinceTurtles_17-2-2,sea turtle,train,4
SouthernProvinceTurtles_17-2-2,sea turtle,validation,1
SouthernProvinceTurtles_17-2-3,sea turtle,test,2
SouthernProvinceTurtles_17-2-3,sea turtle,train,10
SouthernProvinceTurtles_17-2-3,sea turtle,validation,4
SouthernProvinceTurtles_9-2-1,sea turtle,train,1
SouthernProvinceTurtles_9-2-2,sea turtle,test,3
SouthernProvinceTurtles_9-2-2,sea turtle,train,18
SouthernProvinceTurtles_9-2-2,sea turtle,validation,2
SouthernProvinceTurtles_9-2-3,sea turtle,test,1
SouthernProvinceTurtles_9-2-3,sea turtle,train,7
StripeSpotter_01_036,zebra,test,2
StripeSpotter_01_036,zebra,train,10
StripeSpotter_01_036,zebra,validation,1
StripeSpotter_01_136,zebra,test,1
StripeSpotter_01_136,zebra,train,6
StripeSpotter_01_136,zebra,validation,1
StripeSpotter_01_165,zebra,test,3
StripeSpotter_01_165,zebra,train,12
StripeSpotter_01_165,zebra,validation,2
StripeSpotter_01_230,zebra,test,5
StripeSpotter_01_230,zebra,train,23
StripeSpotter_01_230,zebra,validation,4
StripeSpotter_01_363,zebra,test,1
StripeSpotter_01_363,zebra,train,7
StripeSpotter_01_363,zebra,validation,2
StripeSpotter_01_460,zebra,test,5
StripeSpotter_01_460,zebra,train,28
StripeSpotter_01_460,zebra,validation,3
StripeSpotter_01_579,zebra,test,1
StripeSpotter_01_579,zebra,train,7
StripeSpotter_01_661,zebra,test,8
StripeSpotter_01_661,zebra,train,36
StripeSpotter_01_661,zebra,validation,7
StripeSpotter_01_679,zebra,test,3
StripeSpotter_01_679,zebra,train,12
StripeSpotter_01_679,zebra,validation,4
StripeSpotter_01_737,zebra,test,1
StripeSpotter_01_737,zebra,train,4
StripeSpotter_01_805,zebra,test,2
StripeSpotter_01_805,zebra,train,13
StripeSpotter_01_805,zebra,validation,1
StripeSpotter_02_1026,zebra,test,1
StripeSpotter_02_1026,zebra,train,8
StripeSpotter_02_149,zebra,test,5
StripeSpotter_02_149,zebra,train,22
StripeSpotter_02_149,zebra,validation,4
StripeSpotter_02_161,zebra,test,5
StripeSpotter_02_161,zebra,train,23
StripeSpotter_02_161,zebra,validation,4
StripeSpotter_02_162,zebra,test,3
StripeSpotter_02_162,zebra,train,15
StripeSpotter_02_162,zebra,validation,2
StripeSpotter_03_045,zebra,test,3
StripeSpotter_03_045,zebra,train,13
StripeSpotter_03_045,zebra,validation,3
StripeSpotter_04_008,zebra,test,7
StripeSpotter_04_008,zebra,train,31
StripeSpotter_04_008,zebra,validation,7
StripeSpotter_08_031,zebra,train,1
StripeSpotter_08_034,zebra,test,2
StripeSpotter_08_034,zebra,train,8
StripeSpotter_08_034,zebra,validation,1
StripeSpotter_08_078,zebra,test,2
StripeSpotter_08_078,zebra,train,10
StripeSpotter_08_078,zebra,validation,1
StripeSpotter_08_085,zebra,test,4
StripeSpotter_08_085,zebra,train,18
StripeSpotter_08_085,zebra,validation,3
StripeSpotter_08_100,zebra,test,5
StripeSpotter_08_100,zebra,train,25
StripeSpotter_08_100,zebra,validation,3
